Entity,Frequency,Entity Type,Year,Month,Day,Latitude,Longitude,Country,City,News Source
Kyiv,8,GPE,2022,3,6,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Latvia,7,GPE,2022,3,6,56.8406494,24.7537645,Latvia,Ogresgala pagasts,aljazeera
Poland,7,GPE,2022,3,6,52.215933,19.134422,Poland,,aljazeera
Mariupol,7,GPE,2022,3,6,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
China,7,GPE,2022,3,6,35.000074,104.999927,China,,aljazeera
Kharkiv,5,GPE,2022,3,6,49.9923181,36.2310146,Ukraine,Kharkiv,aljazeera
Macron,4,GPE,2022,3,6,41.0062945,39.7273072,Turkey,Trabzon,aljazeera
Japan,4,GPE,2022,3,6,36.5748441,139.2394179,Japan,Kiryu,aljazeera
Riga,3,GPE,2022,3,6,56.9493977,24.1051846,Latvia,Riga,aljazeera
Germany,3,GPE,2022,3,6,51.0834196,10.4234469,Germany,Unstrut-Hainich,aljazeera
Lithuania,3,GPE,2022,3,6,55.3500003,23.7499997,Lithuania,,aljazeera
the United States,3,GPE,2022,3,6,29.6330078,-97.98859404468138,United States,,aljazeera
Beijing,3,GPE,2022,3,6,39.906217,116.3912757,China,Beijing,aljazeera
the United Kingdom,2,GPE,2022,3,6,52.45777545,-1.869209938214711,United Kingdom,Birmingham,aljazeera
Europe,9,LOC,2022,3,6,51.0,10.0,Germany,,aljazeera
Kyiv,8,LOC,2022,3,6,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Black Sea,2,LOC,2022,3,6,43.87280435,33.99381558677739,,,aljazeera
Central Europe,1,LOC,2022,3,6,35.670119,-95.167241,United States,,aljazeera
Crimean Peninsula,1,LOC,2022,3,6,45.28350435,34.20081877526554,Ukraine,,aljazeera
Mariupol,1,LOC,2022,3,6,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Brest,1,LOC,2022,3,6,48.3905283,-4.4860088,France,Brest,aljazeera
the Sea of Azov,1,LOC,2022,3,6,,,,,aljazeera
Pelosi,1,LOC,2022,3,6,42.049403,12.6254221,Italy,,aljazeera
PwC,1,LOC,2022,3,6,55.4573677,11.778574636885683,Denmark,,aljazeera
West,1,LOC,2022,3,6,0.5090396,34.5731341,Kenya,,aljazeera
Ukraine,120,GPE,2022,3,7,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,108,GPE,2022,3,7,64.6863136,97.7453061,Russia,,aljazeera
US,26,GPE,2022,3,7,39.7837304,-100.445882,United States,,aljazeera
Moscow,19,GPE,2022,3,7,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,13,GPE,2022,3,7,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Ukrainian,8,GPE,2022,3,7,,,,,aljazeera
Poland,7,GPE,2022,3,7,52.215933,19.134422,Poland,,aljazeera
UK,7,GPE,2022,3,7,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Germany,6,GPE,2022,3,7,51.0834196,10.4234469,Germany,Unstrut-Hainich,aljazeera
Kyiv,6,GPE,2022,3,7,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
UKRAINE,6,GPE,2022,3,7,49.4871968,31.2718321,Ukraine,,aljazeera
Belarus,5,GPE,2022,3,7,53.4250605,27.6971358,Belarus,Шацкий сельский Совет,aljazeera
Zaporizhzhia,4,GPE,2022,3,7,47.8507859,35.1182867,Ukraine,Zaporizhzhia,aljazeera
China,4,GPE,2022,3,7,35.000074,104.999927,China,,aljazeera
Japan,4,GPE,2022,3,7,36.5748441,139.2394179,Japan,Kiryu,aljazeera
the United States,3,GPE,2022,3,7,29.6330078,-97.98859404468138,United States,,aljazeera
Vatican,3,GPE,2022,3,7,41.903411,12.4528527,Vatican City,,aljazeera
the Russian Federation,2,GPE,2022,3,7,52.5161051,13.3834149,Germany,Berlin,aljazeera
Chernobyl,2,GPE,2022,3,7,51.2705477,30.2195609,Ukraine,,aljazeera
ALJAZEERA,2,GPE,2022,3,7,33.5514281,36.2118937,Syria,,aljazeera
Europe,12,LOC,2022,3,7,51.0,10.0,Germany,,aljazeera
Kyiv,11,LOC,2022,3,7,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
West,2,LOC,2022,3,7,0.5090396,34.5731341,Kenya,,aljazeera
Biden,1,LOC,2022,3,7,5.2290543,-1.0078989,Ghana,,aljazeera
Sumy,1,LOC,2022,3,7,50.90007875,34.809040734367024,Ukraine,Sumy,aljazeera
Interfax,1,LOC,2022,3,7,4.8643962,-74.0502756,Colombia,,aljazeera
Ukraine,146,GPE,2022,3,8,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,123,GPE,2022,3,8,64.6863136,97.7453061,Russia,,aljazeera
US,42,GPE,2022,3,8,39.7837304,-100.445882,United States,,aljazeera
Moscow,28,GPE,2022,3,8,55.7504461,37.6174943,Russia,Moscow,aljazeera
Mariupol,23,GPE,2022,3,8,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
UK,16,GPE,2022,3,8,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Poland,12,GPE,2022,3,8,52.215933,19.134422,Poland,,aljazeera
Chernobyl,10,GPE,2022,3,8,51.2705477,30.2195609,Ukraine,,aljazeera
Belarus,9,GPE,2022,3,8,53.4250605,27.6971358,Belarus,Шацкий сельский Совет,aljazeera
Turkey,8,GPE,2022,3,8,38.9597594,34.9249653,Turkey,Akarca Köyü,aljazeera
China,7,GPE,2022,3,8,35.000074,104.999927,China,,aljazeera
Ukrainian,6,GPE,2022,3,8,,,,,aljazeera
Germany,6,GPE,2022,3,8,51.0834196,10.4234469,Germany,Unstrut-Hainich,aljazeera
Zaporizhzhia,5,GPE,2022,3,8,47.8507859,35.1182867,Ukraine,Zaporizhzhia,aljazeera
Kyiv,5,GPE,2022,3,8,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
the United States,4,GPE,2022,3,8,29.6330078,-97.98859404468138,United States,,aljazeera
Canada,4,GPE,2022,3,8,61.0666922,-107.991707,Canada,,aljazeera
Washington,4,GPE,2022,3,8,38.8950368,-77.0365427,United States,Washington,aljazeera
Scotland,4,GPE,2022,3,8,56.7861112,-4.1140518,United Kingdom,,aljazeera
Antalya,3,GPE,2022,3,8,36.9009641,30.6954846,Turkey,Antalya,aljazeera
Kyiv,20,LOC,2022,3,8,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,10,LOC,2022,3,8,51.0,10.0,Germany,,aljazeera
West,4,LOC,2022,3,8,0.5090396,34.5731341,Kenya,,aljazeera
Mariupol,1,LOC,2022,3,8,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Kharkiv,1,LOC,2022,3,8,49.9923181,36.2310146,Ukraine,Kharkiv,aljazeera
Chernoby,1,LOC,2022,3,8,,,,,aljazeera
el-Sisi,1,LOC,2022,3,8,43.5312443,-5.6684234,Spain,Gijón/Xixón,aljazeera
Phone,1,LOC,2022,3,8,14.6225962,105.7806018,Laos,,aljazeera
the Black Sea,1,LOC,2022,3,8,52.0687719,4.2778376,Netherlands,The Hague,aljazeera
Western Sanctions,1,LOC,2022,3,8,,,,,aljazeera
Alr,1,LOC,2022,3,8,50.7114101,86.8572186,Russia,,aljazeera
Ukraine,122,GPE,2022,3,9,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,97,GPE,2022,3,9,64.6863136,97.7453061,Russia,,aljazeera
US,26,GPE,2022,3,9,39.7837304,-100.445882,United States,,aljazeera
Mariupol,23,GPE,2022,3,9,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Moscow,19,GPE,2022,3,9,55.7504461,37.6174943,Russia,Moscow,aljazeera
Turkey,12,GPE,2022,3,9,38.9597594,34.9249653,Turkey,Akarca Köyü,aljazeera
Chernobyl,11,GPE,2022,3,9,51.2705477,30.2195609,Ukraine,,aljazeera
UK,7,GPE,2022,3,9,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Ukrainian,6,GPE,2022,3,9,,,,,aljazeera
China,6,GPE,2022,3,9,35.000074,104.999927,China,,aljazeera
Romania,4,GPE,2022,3,9,45.9852129,24.6859225,Romania,,aljazeera
Macron,4,GPE,2022,3,9,41.0062945,39.7273072,Turkey,Trabzon,aljazeera
Kyiv,4,GPE,2022,3,9,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Washington,3,GPE,2022,3,9,38.8950368,-77.0365427,United States,Washington,aljazeera
France,3,GPE,2022,3,9,46.603354,1.8883335,France,,aljazeera
Poland,3,GPE,2022,3,9,52.215933,19.134422,Poland,,aljazeera
UKRAINE,3,GPE,2022,3,9,49.4871968,31.2718321,Ukraine,,aljazeera
Beijing,3,GPE,2022,3,9,39.906217,116.3912757,China,Beijing,aljazeera
Warsaw,3,GPE,2022,3,9,52.2319581,21.0067249,Poland,Warsaw,aljazeera
Kuleba,3,GPE,2022,3,9,,,,,aljazeera
Kyiv,10,LOC,2022,3,9,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,3,LOC,2022,3,9,51.0,10.0,Germany,,aljazeera
Mariupol,3,LOC,2022,3,9,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
the Middle East,2,LOC,2022,3,9,42.3638002,-71.1013814,United States,Cambridge,aljazeera
Africa,2,LOC,2022,3,9,11.5024338,17.7578122,Chad,,aljazeera
Sumy,1,LOC,2022,3,9,50.90007875,34.809040734367024,Ukraine,Sumy,aljazeera
Kyiv Oleksiy,1,LOC,2022,3,9,,,,,aljazeera
Ukraine,161,GPE,2022,3,10,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,96,GPE,2022,3,10,64.6863136,97.7453061,Russia,,aljazeera
US,30,GPE,2022,3,10,39.7837304,-100.445882,United States,,aljazeera
Moscow,28,GPE,2022,3,10,55.7504461,37.6174943,Russia,Moscow,aljazeera
UK,16,GPE,2022,3,10,54.7023545,-3.2765753,United Kingdom,Allerdale,aljazeera
Mariupol,15,GPE,2022,3,10,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Kyiv,9,GPE,2022,3,10,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Turkey,8,GPE,2022,3,10,38.9597594,34.9249653,Turkey,Akarca Köyü,aljazeera
Ukrainian,6,GPE,2022,3,10,,,,,aljazeera
Volnovakha,6,GPE,2022,3,10,47.5984285,37.4998511,Ukraine,,aljazeera
Lutsk,6,GPE,2022,3,10,50.7450733,25.320078,Ukraine,Lutsk,aljazeera
Washington,5,GPE,2022,3,10,38.8950368,-77.0365427,United States,Washington,aljazeera
Belarus,5,GPE,2022,3,10,53.4250605,27.6971358,Belarus,Шацкий сельский Совет,aljazeera
Biden,4,GPE,2022,3,10,5.2290543,-1.0078989,Ghana,,aljazeera
United States,4,GPE,2022,3,10,39.7837304,-100.445882,United States,,aljazeera
China,4,GPE,2022,3,10,35.000074,104.999927,China,,aljazeera
Chernobyl,4,GPE,2022,3,10,51.2705477,30.2195609,Ukraine,,aljazeera
UKRAINE,4,GPE,2022,3,10,49.4871968,31.2718321,Ukraine,,aljazeera
Romania,4,GPE,2022,3,10,45.9852129,24.6859225,Romania,,aljazeera
the Russian Federation,3,GPE,2022,3,10,52.5161051,13.3834149,Germany,Berlin,aljazeera
Kyiv,11,LOC,2022,3,10,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Europe,5,LOC,2022,3,10,51.0,10.0,Germany,,aljazeera
Biden,2,LOC,2022,3,10,5.2290543,-1.0078989,Ghana,,aljazeera
Allies,1,LOC,2022,3,10,35.7127141,139.6672335,Japan,Nakano,aljazeera
Novokodatsky district,1,LOC,2022,3,10,48.4889608,34.9391349,Ukraine,Dnipro,aljazeera
West,1,LOC,2022,3,10,0.5090396,34.5731341,Kenya,,aljazeera
Transdniestria,1,LOC,2022,3,10,,,,,aljazeera
the Black Sea,1,LOC,2022,3,10,52.0687719,4.2778376,Netherlands,The Hague,aljazeera
eastern Kharkiv,1,LOC,2022,3,10,,,,,aljazeera
Eastern Europe,1,LOC,2022,3,10,41.836891800000004,22.52384962142576,North Macedonia,,aljazeera
Azov Sea,1,LOC,2022,3,10,46.196729,36.73570655151333,,,aljazeera
Ukraine,93,GPE,2022,3,11,49.4871968,31.2718321,Ukraine,,aljazeera
Russia,67,GPE,2022,3,11,64.6863136,97.7453061,Russia,,aljazeera
US,22,GPE,2022,3,11,39.7837304,-100.445882,United States,,aljazeera
Mariupol,17,GPE,2022,3,11,47.0957648,37.5499621,Ukraine,Mariupol,aljazeera
Moscow,14,GPE,2022,3,11,55.7504461,37.6174943,Russia,Moscow,aljazeera
Israel,6,GPE,2022,3,11,31.5313113,34.8667654,Israel,Lachish Regional Council,aljazeera
Kyiv,5,GPE,2022,3,11,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
Germany,5,GPE,2022,3,11,51.0834196,10.4234469,Germany,Unstrut-Hainich,aljazeera
Belarus,5,GPE,2022,3,11,53.4250605,27.6971358,Belarus,Шацкий сельский Совет,aljazeera
Romania,4,GPE,2022,3,11,45.9852129,24.6859225,Romania,,aljazeera
Italy,4,GPE,2022,3,11,42.6384261,12.674297,Italy,Terni,aljazeera
Washington,4,GPE,2022,3,11,38.8950368,-77.0365427,United States,Washington,aljazeera
France,3,GPE,2022,3,11,46.603354,1.8883335,France,,aljazeera
Ukrainian,3,GPE,2022,3,11,,,,,aljazeera
Donetsk,3,GPE,2022,3,11,48.0158753,37.8013407,Ukraine,Donetsk,aljazeera
Melitopol,3,GPE,2022,3,11,46.8400009,35.35786473485406,Ukraine,Melitopol,aljazeera
Guatemala,3,GPE,2022,3,11,15.687100699999998,-90.12265453178017,Guatemala,,aljazeera
Qatar,2,GPE,2022,3,11,25.3336984,51.2295295,Qatar,,aljazeera
Paris,2,GPE,2022,3,11,48.8588897,2.3200410217200766,France,,aljazeera
Florence,2,GPE,2022,3,11,43.7698712,11.2555757,Italy,Florence,aljazeera
Kyiv,17,LOC,2022,3,11,50.4500336,30.5241361,Ukraine,Kyiv,aljazeera
